Datum,Viral_Pot,Value_Infectious,Free_Viral,Viralität_in_Proz,Viralität_pro_X,Dunkelziffer,Menschen_mit_Viruskontakt,Geimpfte,Viral_Pot_Plus,Value_Infectious_Plus,Free_Viral_Plus,Viralität_in_Proz_Plus,Viralität_pro_X_Plus,Dunkelziffer_Plus,Menschen_mit_Viruskontakt_Plus,Geimpfte_Plus,Viral_Pot_Opt,Value_Infectious_Opt,Free_Viral_Opt,Viralität_in_Proz_Opt,Viralität_pro_X_Opt,Dunkelziffer_Opt,Menschen_mit_Viruskontakt_Opt,Geimpfte_Opt,Viral_Pot_Pess,Value_Infectious_Pess,Free_Viral_Pess,Viralität_in_Proz_Pess,Viralität_pro_X_Pess,Dunkelziffer_Pess,Menschen_mit_Viruskontakt_Pess,Geimpfte_Pess
2020-03-04,3783.99539999999888095772,0.55303052538584296371,3692.48914999999897190719,0.04344104882352940039,0.00043441048823529403,5.90799999999999592148,0.02383764702898173,0.00000000000000000000,3783.99539999999888095772,0.55303052538584296371,3692.48914999999897190719,0.04344104882352940039,0.00043441048823529403,5.90799999999999592148,0.02383484962487767,0.00000000000000000000,3783.99539999999888095772,0.55303052538584296371,3692.48914999999897190719,0.04344104882352940039,0.00043441048823529403,5.90799999999999592148,0.02383484962487767,0.00000000000000000000,3783.99539999999888095772,0.55303052538584296371,3692.48914999999897190719,0.04344104882352940039,0.00043441048823529403,5.90799999999999592148,0.02383484962487767,0.00000000000000000000
2020-03-05,4980.59999999999854480848,0.47892666011548962191,4844.47499999999854480848,0.05699382352941174956,0.00056993823529411750,5.82999999999999563016,0.026974759324999483,0.00000000000000000000,4980.59999999999854480848,0.47892666011548962191,4844.47499999999854480848,0.05699382352941174956,0.00056993823529411750,5.82999999999999563016,0.02697200249699879,0.00000000000000000000,4980.59999999999854480848,0.47892666011548962191,4844.47499999999854480848,0.05699382352941174956,0.00056993823529411750,5.82999999999999563016,0.02697200249699879,0.00000000000000000000,4980.59999999999854480848,0.47892666011548962191,4844.47499999999854480848,0.05699382352941174956,0.00056993823529411750,5.82999999999999563016,0.02697200249699879,0.00000000000000000000
2020-03-06,6867.86579999999776191544,0.32550513057913271764,6686.36579999999776191544,0.07866312705882350098,0.00078663127058823496,5.75199999999999533884,0.03311742933409555,0.00000000000000000000,6867.86579999999776191544,0.32550513057913271764,6686.36579999999776191544,0.07866312705882350098,0.00078663127058823496,5.75199999999999533884,0.03311455347943097,0.00000000000000000000,6867.86579999999776191544,0.32550513057913271764,6686.36579999999776191544,0.07866312705882350098,0.00078663127058823496,5.75199999999999533884,0.03311455347943097,0.00000000000000000000,6867.86579999999776191544,0.32550513057913271764,6686.36579999999776191544,0.07866312705882350098,0.00078663127058823496,5.75199999999999533884,0.03311455347943097,0.00000000000000000000
2020-03-07,8879.99879999999575375114,0.24965683539892244425,8646.31754999999611754902,0.10172138294117641366,0.00101721382941176420,5.67399999999999504752,0.04507891356161157,0.00000000000000000000,8879.99879999999575375114,0.24965683539892244425,8646.31754999999611754902,0.10172138294117641366,0.00101721382941176420,5.67399999999999504752,0.045076159035888706,0.00000000000000000000,8879.99879999999575375114,0.24965683539892244425,8646.31754999999611754902,0.10172138294117641366,0.00101721382941176420,5.67399999999999504752,0.045076159035888706,0.00000000000000000000,8879.99879999999575375114,0.24965683539892244425,8646.31754999999611754902,0.10172138294117641366,0.00101721382941176420,5.67399999999999504752,0.045076159035888706,0.00000000000000000000
2020-03-08,11173.08699999999407737050,0.32706380309626015279,10909.91199999999480496626,0.12835190588235287357,0.00128351905882352884,5.59599999999999475619,0.055195193296668825,0.00000000000000000000,11173.08699999999407737050,0.32706380309626015279,10909.91199999999480496626,0.12835190588235287357,0.00128351905882352884,5.59599999999999475619,0.055192637766531126,0.00000000000000000000,11173.08699999999407737050,0.32706380309626015279,10909.91199999999480496626,0.12835190588235287357,0.00128351905882352884,5.59599999999999475619,0.055192637766531126,0.00000000000000000000,11173.08699999999407737050,0.32706380309626015279,10909.91199999999480496626,0.12835190588235287357,0.00128351905882352884,5.59599999999999475619,0.055192637766531126,0.00000000000000000000
2020-03-09,13353.02359999999134743121,0.41702166905382792583,13043.71734999999171122909,0.15345549823529400224,0.00153455498235293992,5.51799999999999446487,0.08264496300804715,0.00000000000000000000,13353.02359999999134743121,0.41702166905382792583,13043.71734999999171122909,0.15345549823529400224,0.00153455498235293992,5.51799999999999446487,0.08264218711484587,0.00000000000000000000,13353.02359999999134743121,0.41702166905382792583,13043.71734999999171122909,0.15345549823529400224,0.00153455498235293992,5.51799999999999446487,0.08264218711484587,0.00000000000000000000,13353.02359999999134743121,0.41702166905382792583,13043.71734999999171122909,0.15345549823529400224,0.00153455498235293992,5.51799999999999446487,0.08264218711484587,0.00000000000000000000
2020-03-10,14768.07599999999001738615,0.51620522459512696578,14320.37599999998928979039,0.16847501176470575102,0.00168475011764705751,5.43999999999999417355,0.10262654879712073,0.00000000000000000000,14768.07599999999001738615,0.51620522459512696578,14320.37599999998928979039,0.16847501176470575102,0.00168475011764705751,5.43999999999999417355,0.10262387738383016,0.00000000000000000000,14768.07599999999001738615,0.51620522459512696578,14320.37599999998928979039,0.16847501176470575102,0.00168475011764705751,5.43999999999999417355,0.10262387738383016,0.00000000000000000000,14768.07599999999001738615,0.51620522459512696578,14320.37599999998928979039,0.16847501176470575102,0.00168475011764705751,5.43999999999999417355,0.10262387738383016,0.00000000000000000000
2020-03-11,20300.12359999998807325028,0.47915997595777171103,19702.68609999998807325028,0.23179630705882336983,0.00231796307058823375,5.41099999999999425881,0.1355751646239897,0.00000000000000000000,20300.12359999998807325028,0.47915997595777171103,19702.68609999998807325028,0.23179630705882336983,0.00231796307058823375,5.41099999999999425881,0.13557238108851008,0.00000000000000000000,20300.12359999998807325028,0.47915997595777171103,19702.68609999998807325028,0.23179630705882336983,0.00231796307058823375,5.41099999999999425881,0.13557238108851008,0.00000000000000000000,20300.12359999998807325028,0.47915997595777171103,19702.68609999998807325028,0.23179630705882336983,0.00231796307058823375,5.41099999999999425881,0.13557238108851008,0.00000000000000000000
2020-03-12,25733.53139999998165876605,0.43045247140557424403,24891.82514999998238636181,0.29284500176470562582,0.00292845001764705610,5.38199999999999434408,0.16167383430936627,0.00000000000000000000,25733.53139999998165876605,0.43045247140557424403,24891.82514999998238636181,0.29284500176470562582,0.00292845001764705610,5.38199999999999434408,0.1616710762772476,0.00000000000000000000,25733.53139999998165876605,0.43045247140557424403,24891.82514999998238636181,0.29284500176470562582,0.00292845001764705610,5.38199999999999434408,0.1616710762772476,0.00000000000000000000,25733.53139999998165876605,0.43045247140557424403,24891.82514999998238636181,0.29284500176470562582,0.00292845001764705610,5.38199999999999434408,0.1616710762772476,0.00000000000000000000
2020-03-13,31993.02999999997700797394,0.34551069477035639688,30904.02999999997700797394,0.36357682352941150805,0.00363576823529411508,5.35299999999999442934,0.18530950391133866,0.00000000000000000000,31993.02999999997700797394,0.34551069477035639688,30904.02999999997700797394,0.36357682352941150805,0.00363576823529411508,5.35299999999999442934,0.18530669654999535,0.00000000000000000000,31993.02999999997700797394,0.34551069477035639688,30904.02999999997700797394,0.36357682352941150805,0.00363576823529411508,5.35299999999999442934,0.18530669654999535,0.00000000000000000000,31993.02999999997700797394,0.34551069477035639688,30904.02999999997700797394,0.36357682352941150805,0.00363576823529411508,5.35299999999999442934,0.18530669654999535,0.00000000000000000000
